"gene","n","spearman_rho","p_value","p_adj_BH","abs_rho","direction"
"ZNF441",266,0.264200994323842,1.26236048462344e-05,6.88514175968953e-05,0.264200994323842,"Positive"
"CCNE1",266,-0.26411746984591,1.27065635978954e-05,6.92785962003501e-05,0.26411746984591,"Negative"
"CAPRIN1",266,0.264032032593674,1.27919571337982e-05,6.97187331710366e-05,0.264032032593674,"Positive"
"ACOXL",266,0.263961259944434,1.28631055672596e-05,7.00809387561238e-05,0.263961259944434,"Positive"
"STOM",266,-0.263891762478063,1.29333372555692e-05,7.04378874447496e-05,0.263891762478063,"Negative"
"S100A3",266,-0.263782326836569,1.30446669356854e-05,7.10183233790834e-05,0.263782326836569,"Negative"
"CREB3L1",266,0.263768707331186,1.3058585595935e-05,7.1049413467434e-05,0.263768707331186,"Positive"
"IAH1",266,0.263767432148317,1.30598895094433e-05,7.1049413467434e-05,0.263767432148317,"Positive"
"BLZF1",266,0.263743841265236,1.30840341980327e-05,7.11548550725923e-05,0.263743841265236,"Positive"
"KIF4A",266,-0.263738102942325,1.30899136296278e-05,7.1160924204152e-05,0.263738102942325,"Negative"
"CCDC28B",266,-0.263729176662241,1.3099064393731e-05,7.11847664525092e-05,0.263729176662241,"Negative"
"DZIP1L",266,-0.263717700016418,1.31108385785177e-05,7.12228427361731e-05,0.263717700016418,"Negative"
"DPY19L1",266,-0.263701122639118,1.31278634590527e-05,7.12894046582293e-05,0.263701122639118,"Negative"
"SSB",266,0.263692833950469,1.31363837612538e-05,7.13077707250548e-05,0.263692833950469,"Positive"
"LTB4R",266,-0.263687733218992,1.31416296311036e-05,7.13077707250548e-05,0.263687733218992,"Negative"
"TSPAN9",266,0.263683907670384,1.31455653374925e-05,7.13077707250548e-05,0.263683907670384,"Positive"
"LINGO4",266,0.263482663922569,1.33541876290815e-05,7.24131430093826e-05,0.263482663922569,"Positive"
"HCN3",266,-0.263472864905533,1.3364425681095e-05,7.24423640239034e-05,0.263472864905533,"Negative"
"ZNF664",266,0.263428871096546,1.34104824014444e-05,7.26656498350299e-05,0.263428871096546,"Positive"
"GDPD5",266,-0.263420582407896,1.34191765913887e-05,7.26817875329347e-05,0.263420582407896,"Negative"
"OSBPL1A",266,0.263416756859288,1.34231910973537e-05,7.26817875329347e-05,0.263416756859288,"Positive"
"CDKL3",266,0.263384239696124,1.34573604201278e-05,7.2840401201554e-05,0.263384239696124,"Positive"
"CTHRC1",266,-0.263363199178782,1.3479513925376e-05,7.29338857411053e-05,0.263363199178782,"Negative"
"TYMS",266,-0.263351722532959,1.34916122302435e-05,7.29729164039131e-05,0.263351722532959,"Negative"
"NFU1",266,0.263238231257601,1.36118068112482e-05,7.35963742139835e-05,0.263238231257601,"Positive"
"FAM53C",266,0.263231855343255,1.36185893570226e-05,7.36064060797975e-05,0.263231855343255,"Positive"
"USP22",266,0.263189136717137,1.36641151633605e-05,7.37827137912598e-05,0.263189136717137,"Positive"
"CTTNBP2NL",266,0.263188499125703,1.36647957449792e-05,7.37827137912598e-05,0.263188499125703,"Positive"
"UFSP2",266,0.263182123211357,1.36716033296368e-05,7.37827137912598e-05,0.263182123211357,"Positive"
"SLC5A9",266,-0.263181485619922,1.36722842649806e-05,7.37827137912598e-05,0.263181485619922,"Negative"
"C8ORF88",266,-0.263178096508897,1.36759043100608e-05,7.37827137912598e-05,0.263178096508897,"Negative"
"CMTM1",266,-0.263143867725281,1.3712516431992e-05,7.39535317608408e-05,0.263143867725281,"Negative"
"SLC25A47",266,-0.263112497440116,1.37461526399342e-05,7.4108182709483e-05,0.263112497440116,"Negative"
"TUSC2",266,0.263101786690598,1.37576549515162e-05,7.41434369843797e-05,0.263101786690598,"Positive"
"GPR108",266,0.263094773184817,1.37651917248875e-05,7.41573022640079e-05,0.263094773184817,"Positive"
"FGF11",266,-0.263059705655914,1.38029343641806e-05,7.43338271328384e-05,0.263059705655914,"Negative"
"RNF7",266,0.262968530080767,1.39015250730767e-05,7.48294529112164e-05,0.262968530080767,"Positive"
"ADCY7",266,-0.262965342123594,1.39049843551467e-05,7.48294529112164e-05,0.262965342123594,"Negative"
"NDUFB10",266,0.262942388831948,1.39299152954171e-05,7.49191112217202e-05,0.262942388831948,"Positive"
"CTSE",266,-0.262940770302309,1.3931674876092e-05,7.49191112217202e-05,0.262940770302309,"Negative"
"ANKLE1",266,-0.262923261088911,1.39507234548187e-05,7.49945511664402e-05,0.262923261088911,"Negative"
"TIMMDC1",266,0.262913059625957,1.39618331891028e-05,7.50272755438873e-05,0.262913059625957,"Positive"
"TMEM106B",266,0.262886280785704,1.39910361740345e-05,7.5157169868357e-05,0.262886280785704,"Positive"
"WWC1",266,0.262848662891063,1.40321572677159e-05,7.53509695982775e-05,0.262848662891063,"Positive"
"SLC26A2",266,0.262795105210557,1.40909003438004e-05,7.56337825615199e-05,0.262795105210557,"Positive"
"FKBP1C",266,0.262789366887645,1.40972080579088e-05,7.56337825615199e-05,0.262789366887645,"Positive"
"ABCA7",266,-0.262786816521907,1.41000123457951e-05,7.56337825615199e-05,0.262786816521907,"Negative"
"NRGN",266,-0.26277342710178,1.41147435381267e-05,7.5685625885167e-05,0.26277342710178,"Negative"
"COX8A",266,0.262747923444396,1.41428433365563e-05,7.58090909956278e-05,0.262747923444396,"Positive"
"POC1A",266,-0.262738359572878,1.41533944309049e-05,7.58384359409213e-05,0.262738359572878,"Negative"
"COG1",266,0.262715406281232,1.41787475201267e-05,7.59470452503309e-05,0.262715406281232,"Positive"
"MYCBP",266,0.262698828903932,1.41970848612256e-05,7.59990864980952e-05,0.262698828903932,"Positive"
"RNF165",266,-0.262693090581021,1.42034376402819e-05,7.59990864980952e-05,0.262693090581021,"Negative"
"GLB1L3",266,-0.262692830968528,1.42037251156491e-05,7.59990864980952e-05,0.262692830968528,"Negative"
"TRIP11",266,0.262636344943342,1.426640486447e-05,7.6307132928864e-05,0.262636344943342,"Positive"
"SLC16A9",266,0.262603827780178,1.43026064124542e-05,7.64733848230686e-05,0.262603827780178,"Positive"
"ZNF655",266,-0.262589800768616,1.43182496437507e-05,7.65296355735212e-05,0.262589800768616,"Negative"
"BDH1",266,0.262571310617013,1.43388950560048e-05,7.66125726901488e-05,0.262571310617013,"Positive"
"SLC8A1",266,-0.262533692722372,1.43809849547675e-05,7.68099872146127e-05,0.262533692722372,"Negative"
"CNOT6",266,0.262498625193469,1.44203267846803e-05,7.69925882188486e-05,0.262498625193469,"Positive"
"PABPC1L2A",266,0.262466708814199,1.44562220673581e-05,7.71566636170997e-05,0.262466708814199,"Positive"
"DOCK7",266,0.26245845693309,1.44655164561862e-05,7.71786965496308e-05,0.26245845693309,"Positive"
"GGT7",266,-0.262343690474862,1.45953708465332e-05,7.78190669605108e-05,0.262343690474862,"Negative"
"TMPO",266,-0.262339864926255,1.45997183031007e-05,7.78190669605108e-05,0.262339864926255,"Negative"
"METTL12",266,0.262338589743385,1.46011677281151e-05,7.78190669605108e-05,0.262338589743385,"Positive"
"SVIP",266,0.262297146300137,1.46483483808672e-05,7.80426806211749e-05,0.262297146300137,"Positive"
"PPP1R2",266,0.262271642642753,1.46774544359412e-05,7.81361144178793e-05,0.262271642642753,"Positive"
"CREB3L2",266,0.26226845468558,1.4681096545888e-05,7.81361144178793e-05,0.26226845468558,"Positive"
"FUT3",266,-0.262268034527602,1.46815766229993e-05,7.81361144178793e-05,0.262268034527602,"Negative"
"SPP2",266,-0.262209307241025,1.47488256980984e-05,7.84660637834375e-05,0.262209307241025,"Negative"
"NOMO2",266,0.262195131670601,1.47651019544453e-05,7.85006407702479e-05,0.262195131670601,"Positive"
"ZC3H15",266,0.262194494079167,1.47658344309791e-05,7.85006407702479e-05,0.262194494079167,"Positive"
"RNF135",266,0.262168352830348,1.47958956487641e-05,7.8632474242934e-05,0.262168352830348,"Positive"
"PYGO1",266,0.262156238593091,1.48098461234048e-05,7.86786241954284e-05,0.262156238593091,"Positive"
"GTF3C6",266,0.262084190760981,1.48930727124122e-05,7.90926460187438e-05,0.262084190760981,"Positive"
"MUS81",266,-0.262057411920728,1.49241193704519e-05,7.92293600835751e-05,0.262057411920728,"Negative"
"MLST8",266,0.262015330886045,1.49730309766681e-05,7.94607849948295e-05,0.262015330886045,"Positive"
"CIT",266,-0.261961773205539,1.50355019261765e-05,7.97639784357781e-05,0.261961773205539,"Negative"
"HAS2",266,-0.26190203695306,1.51054711857643e-05,8.00947575850558e-05,0.26190203695306,"Negative"
"EZR",266,0.261895463696341,1.51131892862303e-05,8.00947575850558e-05,0.261895463696341,"Positive"
"ITPRIP",266,-0.261894826104906,1.51139381238552e-05,8.00947575850558e-05,0.261894826104906,"Negative"
"TRAPPC2B",266,0.261878248727607,1.51334202528804e-05,8.01695621126881e-05,0.261878248727607,"Positive"
"MPI",266,0.261868047264653,1.51454210858086e-05,8.0204695356574e-05,0.261868047264653,"Positive"
"DNAJC10",266,0.261855933027396,1.51596837926482e-05,8.02517775259999e-05,0.261855933027396,"Positive"
"PTPN1",266,0.261801737755455,1.52236466811598e-05,8.05492629106785e-05,0.261801737755455,"Positive"
"FUOM",266,-0.261799187389717,1.52266629934906e-05,8.05492629106785e-05,0.261799187389717,"Negative"
"ADORA1",266,-0.261767987134681,1.52636093610141e-05,8.07161275200673e-05,0.261767987134681,"Negative"
"OPHN1",266,0.261748817666383,1.5286351376208e-05,8.08077859905064e-05,0.261748817666383,"Positive"
"RAB34",266,-0.261711199771742,1.53310733841252e-05,8.10155306987781e-05,0.261711199771742,"Negative"
"NCAPD2",266,-0.261697172760181,1.53477811113519e-05,8.10751421578807e-05,0.261697172760181,"Negative"
"SLC2A2",266,-0.261643717282903,1.54116108727073e-05,8.13835471287997e-05,0.261643717282903,"Negative"
"YRDC",266,0.261601534044992,1.54621583050867e-05,8.16216194062508e-05,0.261601534044992,"Positive"
"KLHL26",266,0.261576030387608,1.549279507476e-05,8.17544562422605e-05,0.261576030387608,"Positive"
"ST6GAL2",266,-0.261552606268282,1.55209844453923e-05,8.18742890641653e-05,0.261552606268282,"Negative"
"FUBP3",266,0.261539687675836,1.5536551906285e-05,8.19274793250942e-05,0.261539687675836,"Positive"
"FAM171A1",266,0.261515459201321,1.55657881793125e-05,8.20526851131792e-05,0.261515459201321,"Positive"
"SPTBN2",266,0.261454888015034,1.56391071807865e-05,8.24100960048568e-05,0.261454888015034,"Positive"
"ELMOD2",266,0.261448512100688,1.56468439842008e-05,8.242179205923e-05,0.261448512100688,"Positive"
"IFNAR2",266,-0.261395592011617,1.57111996176875e-05,8.27316218148162e-05,0.261395592011617,"Negative"
"LRFN1",266,0.261350960611195,1.57656703966429e-05,8.2989200160482e-05,0.261350960611195,"Positive"
"MED19",266,0.26132800731955,1.57937535920333e-05,8.31077438927036e-05,0.26132800731955,"Positive"
"MYO6",266,0.261320993813769,1.5802344021224e-05,8.31236680750229e-05,0.261320993813769,"Positive"
"PI4KB",266,0.261294852564951,1.58344019255308e-05,8.32629814732507e-05,0.261294852564951,"Positive"
"ERBB3",266,0.261286563876301,1.58445794911264e-05,8.32871826241862e-05,0.261286563876301,"Positive"
"DBH",266,-0.261258288702194,1.58793448553451e-05,8.33928431740505e-05,0.261258288702194,"Negative"
"ECD",266,0.261257872261744,1.58798574240025e-05,8.33928431740505e-05,0.261257872261744,"Positive"
"RGS5",266,0.261256597078875,1.5881427058717e-05,8.33928431740505e-05,0.261256597078875,"Positive"
"PLAC8",266,-0.261212603269888,1.59356695943052e-05,8.36482670658208e-05,0.261212603269888,"Negative"
"IFI27L2",266,-0.261187099612504,1.59671948940423e-05,8.3784307875693e-05,0.261187099612504,"Negative"
"DLD",266,0.261058306142715,1.61273026766526e-05,8.45947242579047e-05,0.261058306142715,"Positive"
"C2CD4D",266,0.261031250114571,1.61611298316742e-05,8.47424073553458e-05,0.261031250114571,"Positive"
"GLUL",266,-0.260965855384699,1.62431683479e-05,8.51426989295714e-05,0.260965855384699,"Negative"
"LRP1",266,-0.260945452458792,1.62688447486298e-05,8.52441894655811e-05,0.260945452458792,"Negative"
"TNFSF14",266,-0.260941405254093,1.62739425902562e-05,8.52441894655811e-05,0.260941405254093,"Negative"
"TRAM1",266,0.260888069229678,1.63412660076263e-05,8.55668324177808e-05,0.260888069229678,"Positive"
"CARMIL2",266,-0.260800081611704,1.64529055993994e-05,8.61212182023222e-05,0.260800081611704,"Negative"
"TYK2",266,-0.260779041094362,1.64797089032417e-05,8.62313034345104e-05,0.260779041094362,"Negative"
"CNPPD1",266,0.260763738899932,1.64992281994499e-05,8.63032108093774e-05,0.260763738899932,"Positive"
"FBXO42",266,0.260729308962463,1.65432267504588e-05,8.64898596619094e-05,0.260729308962463,"Positive"
"THNSL1",266,0.260726758596725,1.65464903215568e-05,8.64898596619094e-05,0.260726758596725,"Positive"
"TOPORS",266,0.260692328659257,1.65906082881175e-05,8.66884425500328e-05,0.260692328659257,"Positive"
"C9ORF66",266,0.260688058991472,1.65960871338841e-05,8.66884425500328e-05,0.260688058991472,"Positive"
"HEXB",266,0.260661724270396,1.66299178163334e-05,8.68347928200646e-05,0.260661724270396,"Positive"
"TRMT5",266,0.260633032655839,1.66668506427139e-05,8.6997233316388e-05,0.260633032655839,"Positive"
"STAC3",266,-0.260610716955628,1.66956298955163e-05,8.71170153716795e-05,0.260610716955628,"Negative"
"GORASP1",266,0.260581387749637,1.67335256758248e-05,8.72842667846182e-05,0.260581387749637,"Positive"
"SETD3",266,0.260553333726515,1.67698500702006e-05,8.74432077482465e-05,0.260553333726515,"Positive"
"BEST1",266,-0.260419439525249,1.69442481731095e-05,8.82952881065899e-05,0.260419439525249,"Negative"
"CCT2",266,0.260418801933815,1.69450827365683e-05,8.82952881065899e-05,0.260418801933815,"Positive"
"NOP16",266,0.260210947126136,1.72192362875438e-05,8.96877430430748e-05,0.260210947126136,"Positive"
"ZNF860",266,0.260207121577529,1.72243212256899e-05,8.96877430430748e-05,0.260207121577529,"Positive"
"NDRG4",266,-0.260201383254617,1.72319513005601e-05,8.9696209226156e-05,0.260201383254617,"Negative"
"F2",266,-0.260191343772673,1.72453081999006e-05,8.97344685469573e-05,0.260191343772673,"Negative"
"CSNK2A1",266,0.260131885788246,1.73246146038382e-05,9.01157442781126e-05,0.260131885788246,"Positive"
"EFHD2",266,-0.260120409142424,1.73399621447936e-05,9.01641818590575e-05,0.260120409142424,"Negative"
"MS4A4E",266,-0.260104429091546,1.73613534757321e-05,9.02339101672271e-05,0.260104429091546,"Negative"
"FAM72D",266,-0.260098259278688,1.73696192431816e-05,9.02339101672271e-05,0.260098259278688,"Negative"
"SEC24B",266,0.260096818259343,1.73715503299757e-05,9.02339101672271e-05,0.260096818259343,"Positive"
"PIK3R4",266,0.260092355119301,1.73775326026583e-05,9.02339101672271e-05,0.260092355119301,"Positive"
"FUT4",266,-0.260079603290609,1.73946355669631e-05,9.02597022290978e-05,0.260079603290609,"Negative"
"SNIP1",266,0.260075777742002,1.73997695652256e-05,9.02597022290978e-05,0.260075777742002,"Positive"
"GLCCI1",266,-0.260075140150567,1.74006253711628e-05,9.02597022290978e-05,0.260075140150567,"Negative"
"CAPN7",266,0.260057925181833,1.74237472114413e-05,9.03482678207991e-05,0.260057925181833,"Positive"
"BIRC5",266,-0.260050911676053,1.74331755630606e-05,9.03566619484362e-05,0.260050911676053,"Negative"
"GRAMD3",266,0.26004772371888,1.74374627751082e-05,9.03566619484362e-05,0.26004772371888,"Positive"
"NVL",266,0.260036247073057,1.74529050105547e-05,9.04053217589032e-05,0.260036247073057,"Positive"
"RPL10",266,0.25999926676985,1.75027515045753e-05,9.06320986921493e-05,0.25999926676985,"Positive"
"COX15",266,0.259940608357867,1.75820950969148e-05,9.10114063246053e-05,0.259940608357867,"Positive"
"OTUD7B",266,0.259934870034956,1.75898752411332e-05,9.10201407091406e-05,0.259934870034956,"Positive"
"RPS4X",266,0.259924668572002,1.76037146624316e-05,9.10602123760614e-05,0.259924668572002,"Positive"
"DSG2",266,0.259894701774576,1.76444276433926e-05,9.12392193024027e-05,0.259894701774576,"Positive"
"ARPC1B",266,-0.259887688268796,1.76539690865987e-05,9.12433396319609e-05,0.259887688268796,"Negative"
"C1ORF216",266,0.259885137903057,1.76574399140504e-05,9.12433396319609e-05,0.259885137903057,"Positive"
"DPM3",266,0.259853258331328,1.77008798372238e-05,9.14361839171115e-05,0.259853258331328,"Positive"
"CYP4F8",266,0.259834406142939,1.77266159296264e-05,9.15374750683336e-05,0.259834406142939,"Positive"
"SLC25A23",266,0.259802888607994,1.77697213251322e-05,9.1728357593694e-05,0.259802888607994,"Positive"
"PKP3",266,0.259790136779302,1.77871897401928e-05,9.1786814344988e-05,0.259790136779302,"Positive"
"NMI",266,-0.259774834584872,1.7808173311538e-05,9.18633636398709e-05,0.259774834584872,"Negative"
"SERTAD3",266,0.25971490099002,1.78905849709148e-05,9.21926337444258e-05,0.25971490099002,"Positive"
"ANAPC4",266,-0.259712350624282,1.78940998514419e-05,9.21926337444258e-05,0.259712350624282,"Negative"
"NARS2",266,0.259709162667109,1.7898494372009e-05,9.21926337444258e-05,0.259709162667109,"Positive"
"SYNE3",266,-0.259705974709936,1.79028899149037e-05,9.21926337444258e-05,0.259705974709936,"Negative"
"LAMTOR5",266,0.25969959879559,1.79116840685726e-05,9.21926337444258e-05,0.25969959879559,"Positive"
"ZGRF1",266,-0.259698961204155,1.79125637089699e-05,9.21926337444258e-05,0.259698961204155,"Negative"
"RAI2",266,0.259697048429851,1.79152028756991e-05,9.21926337444258e-05,0.259697048429851,"Positive"
"NAT9",266,0.259689397332636,1.79257632265377e-05,9.22152124108975e-05,0.259689397332636,"Positive"
"SIRPB1",266,-0.25965943053521,1.79671814048292e-05,9.23964623086894e-05,0.25965943053521,"Negative"
"APTX",266,0.259632014103523,1.80051540256034e-05,9.25598747379521e-05,0.259632014103523,"Positive"
"BIK",266,0.259596308983185,1.80547207194438e-05,9.27827563907019e-05,0.259596308983185,"Positive"
"WRAP53",266,-0.259577818831582,1.80804399580847e-05,9.28829754242872e-05,0.259577818831582,"Negative"
"RPL4",266,0.25955677831424,1.8109748892334e-05,9.30015602277681e-05,0.25955677831424,"Positive"
"STAMBP",266,0.259542113711244,1.81302029391281e-05,9.30746053978125e-05,0.259542113711244,"Positive"
"NR0B2",266,-0.259495904307182,1.81947985831358e-05,9.33741312378792e-05,0.259495904307182,"Negative"
"GINS1",266,-0.259416508198629,1.83062949287712e-05,9.39140590456433e-05,0.259416508198629,"Negative"
"UBXN10",266,-0.259366104507395,1.83774125801888e-05,9.42465384605015e-05,0.259366104507395,"Negative"
"PEAK1",266,-0.25928898991171,1.84867249395107e-05,9.47745998185826e-05,0.25928898991171,"Negative"
"SLC7A6",266,-0.259211203756689,1.8597612984921e-05,9.53103740589144e-05,0.259211203756689,"Negative"
"GJA3",266,0.259197361168626,1.86174121962668e-05,9.53617958576034e-05,0.259197361168626,"Positive"
"FKBP1A",266,0.259195263970824,1.86204135830129e-05,9.53617958576034e-05,0.259195263970824,"Positive"
"DUSP3",266,0.259183787325001,1.86368464043954e-05,9.54132448373075e-05,0.259183787325001,"Positive"
"PPM1B",266,0.259174223453482,1.86505509135147e-05,9.54506954768741e-05,0.259174223453482,"Positive"
"C1QBP",266,0.259143619064621,1.86944695105023e-05,9.5642698636094e-05,0.259143619064621,"Positive"
"HOXD11",266,-0.259107962250289,1.8745762091158e-05,9.587228342342e-05,0.259107962250289,"Negative"
"DNAJA1",266,0.259087511018377,1.87752414514124e-05,9.59901889263004e-05,0.259087511018377,"Positive"
"SNX2",266,0.259060094586689,1.88148296629718e-05,9.61596785272446e-05,0.259060094586689,"Positive"
"HDAC1",266,0.259040966843651,1.88424961488723e-05,9.62681429439136e-05,0.259040966843651,"Positive"
"KLHL23",266,0.259030765380698,1.88572673577306e-05,9.63106724981666e-05,0.259030765380698,"Positive"
"UNC13D",266,-0.259003986540445,1.88960939757698e-05,9.64759903978215e-05,0.259003986540445,"Negative"
"HMCN1",266,-0.258992509894622,1.89127571210277e-05,9.65280760611661e-05,0.258992509894622,"Negative"
"APOA1",266,-0.258977372821999,1.89347561871187e-05,9.66073506418603e-05,0.258977372821999,"Negative"
"NAA30",266,0.258904522276648,1.90409710087871e-05,9.71161030728136e-05,0.258904522276648,"Positive"
"PABPC1L2B",266,0.258889575387253,1.90628329599211e-05,9.71944237502598e-05,0.258889575387253,"Positive"
"SLC33A2",266,0.258878381027829,1.90792218684059e-05,9.72447954596097e-05,0.258878381027829,"Positive"
"GDA",266,-0.258872293993316,1.90881390856845e-05,9.72570633700685e-05,0.258872293993316,"Negative"
"CFAP90",266,0.258809521152893,1.91803288395767e-05,9.76934648941142e-05,0.258809521152893,"Positive"
"SUCLG1",266,0.258796131732766,1.92000473597968e-05,9.7746567818882e-05,0.258796131732766,"Positive"
"SLC25A1",266,0.258790393409855,1.92085040295157e-05,9.7746567818882e-05,0.258790393409855,"Positive"
"LIFR",266,0.258789118226986,1.92103837684074e-05,9.7746567818882e-05,0.258789118226986,"Positive"
"C8ORF4",266,0.258718345577745,1.93149828295498e-05,9.82453280526538e-05,0.258718345577745,"Positive"
"SMU1",266,0.258665425488674,1.93935487134005e-05,9.86113765246733e-05,0.258665425488674,"Positive"
"TNNT1",266,-0.258643934335563,1.94255410934763e-05,9.86899045429771e-05,0.258643934335563,"Negative"
"FAM129B",266,0.258638009056986,1.94343704271285e-05,9.86899045429771e-05,0.258638009056986,"Positive"
"YWHAE",266,0.258637371465552,1.94353207367361e-05,9.86899045429771e-05,0.258637371465552,"Positive"
"CCDC17",266,-0.258635458691248,1.94381719295803e-05,9.86899045429771e-05,0.258635458691248,"Negative"
"DTL",266,-0.258630357959771,1.94457770470098e-05,9.86899045429771e-05,0.258630357959771,"Negative"
"MCM8",266,-0.258628445185467,1.9448629692384e-05,9.86899045429771e-05,0.258628445185467,"Negative"
"ABCA6",266,-0.258576800279265,1.9525801075172e-05,9.90239181078928e-05,0.258576800279265,"Negative"
"EEF1A1",266,0.258575525096396,1.95277102045553e-05,9.90239181078928e-05,0.258575525096396,"Positive"
"SSBP1",266,0.258546833481839,1.95707123742845e-05,9.91940434191698e-05,0.258546833481839,"Positive"
"PLCG2",266,-0.258544283116101,1.95745391257589e-05,9.91940434191698e-05,0.258544283116101,"Negative"
"EDC3",266,0.258523242598759,1.96061368714596e-05,9.93204743040812e-05,0.258523242598759,"Positive"
"MRPS27",266,0.258474148058295,1.96800528715816e-05,9.96611219825618e-05,0.258474148058295,"Positive"
"IMP4",266,0.258423140743527,1.97571281570273e-05,0.000100012962914242,0.258423140743527,"Positive"
"VTN",266,-0.25841931519492,1.97629203107866e-05,0.000100012962914242,0.25841931519492,"Negative"
"MRC2",266,-0.25839444912897,1.98006085194894e-05,0.000100169756407942,0.25839444912897,"Negative"
"MANBAL",266,0.258383610074582,1.98170580012004e-05,0.000100219035030444,0.258383610074582,"Positive"
"ETFDH",266,0.258330689985511,1.98975561511943e-05,0.000100592078288559,0.258330689985511,"Positive"
"RPL38",266,0.258277769896439,1.9978363837986e-05,0.000100966433482975,0.258277769896439,"Positive"
"STAP2",266,0.258256091787663,2.00115554107863e-05,0.000101099975069914,0.258256091787663,"Positive"
"PIP5K1B",266,-0.258243977550406,2.00301263761672e-05,0.000101159586860569,0.258243977550406,"Negative"
"BNIP1",266,0.25822102425876,2.0065358225539e-05,0.00010130327358274,0.25822102425876,"Positive"
"SPATA18",266,-0.258215923527283,2.00731954894664e-05,0.000101308603857141,0.258215923527283,"Negative"
"NUDCD3",266,0.258201258924288,2.00957437706594e-05,0.000101388151364364,0.258201258924288,"Positive"
"ACSF3",266,-0.258160453072473,2.0158613086603e-05,0.000101646613508589,0.258160453072473,"Negative"
"AP1AR",266,0.258159177889604,2.01605807501137e-05,0.000101646613508589,0.258159177889604,"Positive"
"SLFN12",266,-0.258147063652347,2.01792826248912e-05,0.00010170658000447,0.258147063652347,"Negative"
"MTBP",266,-0.258137499780828,2.01940588639678e-05,0.000101746726937205,0.258137499780828,"Negative"
"RIN1",266,-0.25802400850547,2.03701874267466e-05,0.000102599538087717,0.25802400850547,"Negative"
"MCC",266,-0.257962162136314,2.04667788024542e-05,0.000103051300481922,0.257962162136314,"Negative"
"HOMEZ",266,0.257870986561167,2.06099675345129e-05,0.000103737299527658,0.257870986561167,"Positive"
"ARL8B",266,0.257743468274247,2.08118229319208e-05,0.000104718027207802,0.257743468274247,"Positive"
"KCNC2",266,0.257738101024747,2.08203599415623e-05,0.000104725709483838,0.257738101024747,"Positive"
"MARS2",266,0.257730716445555,2.08321110824112e-05,0.000104749548118526,0.257730716445555,"Positive"
"RPL7L1",266,0.257682897087961,2.09083585148175e-05,0.000105097566572294,0.257682897087961,"Positive"
"FAM98C",266,0.257678433947918,2.09154884047661e-05,0.000105098042811571,0.257678433947918,"Positive"
"METTL5",266,0.257633802547497,2.09869140019148e-05,0.000105421488996168,0.257633802547497,"Positive"
"MIEN1",266,0.257605748524374,2.10319282039471e-05,0.000105607453367116,0.257605748524374,"Positive"
"C19ORF70",266,0.257601922975767,2.1038073580597e-05,0.000105607453367116,0.257601922975767,"Positive"
"RPL36AL",266,0.257528599960788,2.11561889742544e-05,0.000106164698383066,0.257528599960788,"Positive"
"KLKB1",266,-0.257467574388541,2.12549728707828e-05,0.000106624593591882,0.257467574388541,"Negative"
"BRE",266,0.257411920728257,2.1345441588979e-05,0.000107042481335266,0.257411920728257,"Positive"
"FDXACB1",266,0.257400444082434,2.13641429127286e-05,0.000107100312407132,0.257400444082434,"Positive"
"LARP4",266,0.257395343350957,2.13724595892611e-05,0.000107106063000326,0.257395343350957,"Positive"
"SUSD3",266,-0.257144132325726,2.17858688921725e-05,0.000109141212401129,0.257144132325726,"Negative"
"PTGES3",266,0.257126279765558,2.18155344548446e-05,0.000109253191156863,0.257126279765558,"Positive"
"CCNA2",266,-0.257089937053786,2.187604323685e-05,0.00010951950734427,0.257089937053786,"Negative"
"PRC1",266,-0.257080373182267,2.18919929802664e-05,0.000109541914769319,0.257080373182267,"Negative"
"LIPG",266,-0.257078460407963,2.18951842493598e-05,0.000109541914769319,0.257078460407963,"Negative"
"SIX4",266,0.257007050167288,2.20146404940725e-05,0.000110071181160693,0.257007050167288,"Positive"
"CASZ1",266,0.257006412575853,2.20157098405616e-05,0.000110071181160693,0.257006412575853,"Positive"
"DHRS9",266,-0.2569740592572,2.20700362977605e-05,0.000110305878973651,0.2569740592572,"Negative"
"CEP170",266,-0.256952217303913,2.21067841815614e-05,0.000110452591601453,0.256952217303913,"Negative"
"ASXL1",266,-0.256890370934757,2.22111516630311e-05,0.000110936942391849,0.256890370934757,"Negative"
"AK5",266,0.256850202674377,2.22791863147625e-05,0.000111239560279491,0.256850202674377,"Positive"
"EIF3M",266,0.256787718713787,2.23854101183909e-05,0.000111732589962794,0.256787718713787,"Positive"
"ETV3",266,0.256729697893239,2.24844754964056e-05,0.000112189572291518,0.256729697893239,"Positive"
"ISG20",266,-0.256651274146783,2.26190365408289e-05,0.000112823301129697,0.256651274146783,"Negative"
"RTCB",266,0.25655372265729,2.27874809518476e-05,0.000113625560059963,0.25655372265729,"Positive"
"NUBPL",266,0.256548621925813,2.27963210761404e-05,0.000113631711897384,0.256548621925813,"Positive"
"ADM5",266,-0.256517379945518,2.28505376851916e-05,0.000113863970139786,0.256517379945518,"Negative"
"MCM4",266,-0.256487413148092,2.2902655994559e-05,0.000114085621174631,0.256487413148092,"Negative"
"TMEM222",266,0.256376472238472,2.30965853089788e-05,0.000115013295976945,0.256376472238472,"Positive"
"SNX9",266,0.256358619678303,2.31279370840845e-05,0.000115131040352928,0.256358619678303,"Positive"
"CTNNA1",266,0.256326102515139,2.31851455952777e-05,0.000115377378430331,0.256326102515139,"Positive"
